"","time","MIE","KE1","KE2","REPLICATE"
"1",1,0.564811421333426,0.0241922370423796,0.0592391083861392,1
"2",1,0.438976157526887,-0.00804263900797256,-0.0143141794395862,2
"3",1,0.499689144229065,0.056312335550414,0.0194050981594482,3
"4",1,0.501905656133755,-0.0306849930864785,0.0214720614664981,4
"5",1,0.594747378556782,-0.00224713964135516,0.0139810213404008,5
"6",11,0.384687044947616,1.19416423985426,0.76586904764569,1
"7",11,0.356093243064098,0.912242718581042,0.958527248064435,2
"8",11,0.165059659213067,0.922031114837516,0.724007091788467,3
"9",11,0.327400882026877,1.106345479802,0.840949541814487,4
"10",11,0.389111397185372,1.17314720538636,0.85780132842457,5
"11",21,0.166599741279061,0.730468382710061,0.525342015560687,1
"12",21,0.257851051277235,1.10295615841684,0.716136255506954,2
"13",21,0.191734968188949,0.840101405916526,0.474574510152073,3
"14",21,0.240931120749727,0.644210563003056,0.640528446242898,4
"15",21,0.248044368364866,0.828978464805882,0.716728525802586,5
"16",31,0.208703132305614,0.613815373870554,0.548079668588124,1
"17",31,0.0985890702050884,0.64697155426937,0.451906297210327,2
"18",31,-0.0115926760112937,0.663342163339468,0.562755004985584,3
"19",31,0.228165142900512,0.502951069784116,0.69392092620102,4
"20",31,0.0213763319395888,0.699457548284086,0.488086505263165,5
"21",41,0.00683709954353068,0.727216688724621,0.433278168630715,1
"22",41,0.00408324886455504,0.328820024632283,0.491938749233022,2
"23",41,0.216531756807375,0.558813504520785,0.346129044975281,3
"24",41,0.134924024098166,0.420277952443833,0.416668707253061,4
"25",41,0.0674924544063236,0.608210146444057,0.395206296283736,5
"26",51,-0.0778130926426534,0.661504500512015,0.420181837071338,1
"27",51,-0.0592728235326822,0.578809365564541,0.294321243355054,2
"28",51,0.172352465940028,0.310119958232623,0.407769751846868,3
"29",51,0.129196949167396,0.505127774183982,0.391047358111834,4
"30",51,-0.092929277674362,0.499948902364398,0.418140527525716,5
"31",61,0.0133656584252617,0.410387551203521,0.247739291431389,1
"32",61,-0.0751454129638153,0.456838939933762,0.155052337819823,2
"33",61,-0.173562528587887,0.308494623183925,0.391805838646202,3
"34",61,-0.0721273616343014,0.306705109914652,0.343040240574954,4
"35",61,0.0401823711439725,0.426498696615804,0.195709960869867,5
"36",71,-0.0347466481580574,0.336866664173486,0.402735854624296,1
"37",71,0.0889206812366239,0.437995448733467,0.329595753390468,2
"38",71,-0.038464940434852,0.378949293166789,0.400771038979679,3
"39",71,-0.0182146503912857,0.451703831571892,0.279152028348793,4
"40",71,-0.019957089556117,0.335036140873917,0.378125326040475,5
"41",81,-0.147635514072525,0.320281171978993,0.36743172775654,1
"42",81,-0.0517295576460283,0.436986382987967,0.392253530253464,2
"43",81,-0.101782693331357,0.318735259081018,0.312860824958774,3
"44",81,0.0193871084122491,0.626873823390524,0.499326613012038,4
"45",81,0.0156929847167675,0.671431045054762,0.37069557600237,5
"46",91,0.0884307910114243,0.46934469330085,0.371789908321629,1
"47",91,0.244744890676636,0.487475426549969,0.218701652974622,2
"48",91,-0.220684152733408,0.421293178912574,0.325681935172023,3
"49",91,0.0721493329041913,0.475900099758617,0.350748941491403,4
"50",91,-0.0156716946919147,0.46621319957842,0.137672102076901,5
