"","time","MIE","KE1","KE2","REPLICATE"
"1",1,0.414820370146792,0.000276179462556285,0.188532125805468,1
"2",1,0.391531433568339,-0.0452204402947581,-0.0893382343419554,2
"3",1,0.662455636135855,-0.102802693206136,0.00548470149478269,3
"4",1,0.342867586057936,0.0471436682603027,-0.043124742251832,4
"5",1,0.562712547047977,-0.017984855700233,0.0333670832216602,5
"6",11,0.164959662935891,1.1626600330105,0.747130635209579,1
"7",11,0.444228505047215,1.09860393379931,0.80175283564833,2
"8",11,0.428885160750691,1.08597967321546,0.746599481465462,3
"9",11,0.39485086123972,0.971671524948581,0.853899264537319,4
"10",11,0.534263423429973,1.01408139886152,0.921117194521181,5
"11",21,0.139524620819395,0.946879373627012,0.559989372394077,1
"12",21,0.0460531937286386,0.844831529592832,0.561524157528733,2
"13",21,0.0912127017677581,0.767398043259153,0.692333309282256,3
"14",21,0.180444286855818,0.729879720070664,0.76947627533921,4
"15",21,0.168591044260873,0.852569674115118,0.587947395756465,5
"16",31,0.153513324529902,0.55595965893076,0.482259093965079,1
"17",31,0.204399180132141,0.699708445492605,0.567914748124942,2
"18",31,0.167343157036926,0.64698493075972,0.618106989225989,3
"19",31,0.179456756022621,0.712582085201496,0.509692532105504,4
"20",31,0.11511906143216,0.778497662368182,0.466776073150457,5
"21",41,-0.00907591165526271,0.638606747688899,0.438979213716632,1
"22",41,-0.000429947236965683,0.485367865715345,0.446368292879951,2
"23",41,0.064031383800704,0.728799204319832,0.471888424006806,3
"24",41,0.019540485386172,0.544262868889032,0.42168991594243,4
"25",41,0.0518300808023385,0.619292636293463,0.453911964237037,5
"26",51,0.0984935965941638,0.319497818403731,0.342069438107572,1
"27",51,0.0615450243809666,0.526186747672022,0.378980990229838,2
"28",51,0.0600051062631812,0.456758597472514,0.229933544658451,3
"29",51,-0.122715303647185,0.608822458222414,0.232657460461235,4
"30",51,0.167722507622713,0.607376300199362,0.32708926804987,5
"31",61,-0.0419174827817633,0.294543090741108,0.506935380643284,1
"32",61,-0.0163267327334065,0.375272292150706,0.376913087157345,2
"33",61,-0.0589539783425117,0.482095420109794,0.362948955700133,3
"34",61,0.143774173373209,0.406640440438383,0.432435092403642,4
"35",61,-0.00712832216831916,0.426683932578279,0.548114000830425,5
"36",71,0.00128868667917187,0.42808690243597,0.266902959098855,1
"37",71,-0.0294671279975679,0.248483924146335,0.368893523500757,2
"38",71,-0.0302663363594435,0.543416481752146,0.579818451482609,3
"39",71,0.0189549042353236,0.263617927666601,0.354659744394948,4
"40",71,-0.0731656904483954,0.47865525474083,0.355702161827957,5
"41",81,0.080051386577648,0.368450669299435,0.381506019010528,1
"42",81,0.040816650719844,0.446516944039715,0.335825228118383,2
"43",81,-0.0967364014581181,0.457868086950885,0.442426357041167,3
"44",81,-0.00633241339196087,0.427925729249331,0.272157273118297,4
"45",81,0.10211716384683,0.388385615965606,0.387434605859099,5
"46",91,0.0268115431715658,0.529353032767685,0.259530796431426,1
"47",91,-0.114330436609418,0.459338340078577,0.210739248988592,2
"48",91,-0.145317196448386,0.360761870344136,0.218583219601289,3
"49",91,-0.0881412379058229,0.491390926582732,0.284438381569155,4
"50",91,0.0945213328167513,0.538564825615585,0.464075586678795,5
