"","time","MIE","KE1","KE2","REPLICATE"
"1",1,0.510470041618171,0.188887535625678,-0.166608323626718,1
"2",1,0.576018155167648,-0.0697388078510295,0.066862689167445,2
"3",1,0.616182464177773,-0.139543847040192,0.0165001894600258,3
"4",1,0.606803491210262,-0.125770567838038,0.0107110988620175,4
"5",1,0.401885368880178,-0.00920526286654411,0.0634122122459235,5
"6",11,0.194235294381885,1.08884228661478,0.884219130983838,1
"7",11,0.337894711338613,0.984495713593234,0.731111007954779,2
"8",11,0.415984756997441,1.21530213179071,0.949432672399131,3
"9",11,0.217792161385758,1.1272086735648,0.815215244529985,4
"10",11,0.510951924725438,0.998519995042936,0.872480593450871,5
"11",21,0.143251563998606,0.886866758747836,0.609699340435046,1
"12",21,0.0937189381346527,0.628988474723183,0.60476586758655,2
"13",21,0.134618147633729,0.927949466457888,0.582613585586647,3
"14",21,0.255452479846486,0.987241118880794,0.536577177208224,4
"15",21,0.216131135788207,0.956638890620898,0.720962701953764,5
"16",31,0.199566125330638,0.507320281684605,0.511202713118462,1
"17",31,0.155817228952201,0.774411498069291,0.526376789084751,2
"18",31,0.111837141134092,0.778969267718597,0.506105538037201,3
"19",31,0.0672533657511005,0.689070769526039,0.61040845237688,4
"20",31,0.447283143488545,0.792066918429582,0.432346185493884,5
"21",41,0.160483585465558,0.423063918360825,0.486063629322329,1
"22",41,0.0500838251451008,0.492882950023313,0.547006786287839,2
"23",41,-0.0198812014718005,0.783679568096569,0.32749145490863,3
"24",41,0.04909933979813,0.712729083752092,0.38067814196842,4
"25",41,-0.0954969596246956,0.446358588661273,0.372826050755126,5
"26",51,-0.0268572950777921,0.690044207417266,0.306520384474772,1
"27",51,0.0843235622842261,0.430907335029353,0.456979129866212,2
"28",51,-0.0789927559752866,0.375970838716526,0.330495113245112,3
"29",51,-0.00269502299008306,0.670628984763032,0.322676125603903,4
"30",51,0.0131304618809348,0.228423003676194,0.589205777191617,5
"31",61,0.10082896518241,0.431954626959349,0.426927034256334,1
"32",61,0.0229493635144535,0.44837573079036,0.27360664136057,2
"33",61,-0.112090168473151,0.545717974549804,0.368333126138135,3
"34",61,0.0841381550066569,0.281383516007976,0.146531645652516,4
"35",61,-0.037008355089112,0.437410493534537,0.460388263823038,5
"36",71,-0.0646184723838081,0.519363955349302,0.468240516028354,1
"37",71,0.0298683631571898,0.60202853921887,0.493841386738568,2
"38",71,0.137372263502922,0.401604037364947,0.236747431992081,3
"39",71,0.0763084872809837,0.50188722420145,0.353536470869356,4
"40",71,0.0752050580205869,0.296064650891479,0.251147611322706,5
"41",81,-0.0915083304464348,0.412277408893384,0.242943180816623,1
"42",81,0.00318113698369737,0.445212863121318,0.348425819812837,2
"43",81,-0.019971150229005,0.441411493876056,0.276240128129041,3
"44",81,-0.145000631205204,0.406926829848017,0.276714743659463,4
"45",81,0.168082706931744,0.242651109445736,0.351777907262332,5
"46",91,-0.0129953117619091,0.506561442987808,0.19403672863613,1
"47",91,-0.0602203802455883,0.35024611622275,0.3180172810128,2
"48",91,0.0068213485054633,0.495166015985987,0.237469174379121,3
"49",91,-0.0405038099518989,0.307100178474342,0.420324956878992,4
"50",91,-0.0445971653667431,0.338015931442565,0.28414414460923,5
